Date_Time,NO2(GT)
09/01/2005 00.00.00,242
09/01/2005 01.00.00,241
09/01/2005 02.00.00,218
09/01/2005 03.00.00,-200
09/01/2005 04.00.00,976
09/01/2005 05.00.00,54
09/01/2005 06.00.00,60
09/01/2005 07.00.00,55
09/01/2005 08.00.00,93
09/01/2005 09.00.00,81
09/01/2005 10.00.00,109
09/01/2005 11.00.00,251
09/01/2005 12.00.00,284
09/01/2005 13.00.00,262
09/01/2005 14.00.00,256
09/01/2005 15.00.00,310
09/01/2005 16.00.00,269
09/01/2005 17.00.00,348
09/01/2005 18.00.00,396
09/01/2005 19.00.00,432
09/01/2005 20.00.00,419
09/01/2005 21.00.00,412
09/01/2005 22.00.00,223
09/01/2005 23.00.00,242
10/01/2005 00.00.00,288
10/01/2005 01.00.00,209
10/01/2005 02.00.00,141
10/01/2005 03.00.00,-200
10/01/2005 04.00.00,66
10/01/2005 05.00.00,64
10/01/2005 06.00.00,105
10/01/2005 07.00.00,303
10/01/2005 08.00.00,620
10/01/2005 09.00.00,590
10/01/2005 10.00.00,592
10/01/2005 11.00.00,698
10/01/2005 12.00.00,482
10/01/2005 13.00.00,575
10/01/2005 14.00.00,548
10/01/2005 15.00.00,498
10/01/2005 16.00.00,479
10/01/2005 17.00.00,420
10/01/2005 18.00.00,378
10/01/2005 19.00.00,340
10/01/2005 20.00.00,399
10/01/2005 21.00.00,449
10/01/2005 22.00.00,374
10/01/2005 23.00.00,244
11/01/2005 00.00.00,256
11/01/2005 01.00.00,212
11/01/2005 02.00.00,146
11/01/2005 03.00.00,-200
11/01/2005 04.00.00,96
11/01/2005 05.00.00,106
11/01/2005 06.00.00,115
11/01/2005 07.00.00,236
11/01/2005 08.00.00,583
11/01/2005 09.00.00,662
11/01/2005 10.00.00,528
11/01/2005 11.00.00,549
11/01/2005 12.00.00,531
11/01/2005 13.00.00,493
11/01/2005 14.00.00,527
11/01/2005 15.00.00,487
11/01/2005 16.00.00,581
11/01/2005 17.00.00,531
11/01/2005 18.00.00,495
11/01/2005 19.00.00,487
11/01/2005 20.00.00,596
11/01/2005 21.00.00,595
11/01/2005 22.00.00,559
11/01/2005 23.00.00,586
12/01/2005 00.00.00,399
12/01/2005 01.00.00,399
12/01/2005 02.00.00,381
12/01/2005 03.00.00,-200
12/01/2005 04.00.00,807
12/01/2005 05.00.00,183
12/01/2005 06.00.00,357
12/01/2005 07.00.00,479
12/01/2005 08.00.00,852
12/01/2005 09.00.00,822
12/01/2005 10.00.00,910
12/01/2005 11.00.00,800
12/01/2005 12.00.00,758
12/01/2005 13.00.00,647
12/01/2005 14.00.00,431
12/01/2005 15.00.00,491
12/01/2005 16.00.00,476
12/01/2005 17.00.00,538
12/01/2005 18.00.00,621
12/01/2005 19.00.00,728
12/01/2005 20.00.00,716
12/01/2005 21.00.00,782
12/01/2005 22.00.00,550
12/01/2005 23.00.00,377
13/01/2005 00.00.00,391
13/01/2005 01.00.00,433
13/01/2005 02.00.00,287
13/01/2005 03.00.00,-200
13/01/2005 04.00.00,192
13/01/2005 05.00.00,161
13/01/2005 06.00.00,194
13/01/2005 07.00.00,343
13/01/2005 08.00.00,624
13/01/2005 09.00.00,758
13/01/2005 10.00.00,760
13/01/2005 11.00.00,713
13/01/2005 12.00.00,615
13/01/2005 13.00.00,319
13/01/2005 14.00.00,338
13/01/2005 15.00.00,380
13/01/2005 16.00.00,366
13/01/2005 17.00.00,567
13/01/2005 18.00.00,702
13/01/2005 19.00.00,523
13/01/2005 20.00.00,373
13/01/2005 21.00.00,467
13/01/2005 22.00.00,260
13/01/2005 23.00.00,244
14/01/2005 00.00.00,317
14/01/2005 01.00.00,224
14/01/2005 02.00.00,176
14/01/2005 03.00.00,-200
14/01/2005 04.00.00,103
14/01/2005 05.00.00,367
14/01/2005 06.00.00,326
14/01/2005 07.00.00,374
14/01/2005 08.00.00,756
14/01/2005 09.00.00,690
14/01/2005 10.00.00,754
14/01/2005 11.00.00,750
14/01/2005 12.00.00,590
14/01/2005 13.00.00,525
14/01/2005 14.00.00,406
14/01/2005 15.00.00,360
14/01/2005 16.00.00,448
14/01/2005 17.00.00,733
14/01/2005 18.00.00,847
14/01/2005 19.00.00,765
14/01/2005 20.00.00,715
14/01/2005 21.00.00,716
14/01/2005 22.00.00,235
14/01/2005 23.00.00,198
15/01/2005 00.00.00,293
15/01/2005 01.00.00,356
15/01/2005 02.00.00,285
15/01/2005 03.00.00,-200
15/01/2005 04.00.00,834
15/01/2005 05.00.00,158
15/01/2005 06.00.00,95
15/01/2005 07.00.00,148
15/01/2005 08.00.00,337
15/01/2005 09.00.00,453
15/01/2005 10.00.00,497
15/01/2005 11.00.00,448
15/01/2005 12.00.00,496
15/01/2005 13.00.00,535
15/01/2005 14.00.00,644
15/01/2005 15.00.00,459
15/01/2005 16.00.00,409
15/01/2005 17.00.00,515
15/01/2005 18.00.00,640
15/01/2005 19.00.00,816
15/01/2005 20.00.00,505
15/01/2005 21.00.00,560
15/01/2005 22.00.00,389
15/01/2005 23.00.00,492
16/01/2005 00.00.00,531
16/01/2005 01.00.00,487
16/01/2005 02.00.00,293
16/01/2005 03.00.00,-200
16/01/2005 04.00.00,219
16/01/2005 05.00.00,198
16/01/2005 06.00.00,166
16/01/2005 07.00.00,255
16/01/2005 08.00.00,312
16/01/2005 09.00.00,236
16/01/2005 10.00.00,172
16/01/2005 11.00.00,138
16/01/2005 12.00.00,121
16/01/2005 13.00.00,143
16/01/2005 14.00.00,114
16/01/2005 15.00.00,107
16/01/2005 16.00.00,176
16/01/2005 17.00.00,180
16/01/2005 18.00.00,212
16/01/2005 19.00.00,331
16/01/2005 20.00.00,369
16/01/2005 21.00.00,274
16/01/2005 22.00.00,199
16/01/2005 23.00.00,248
17/01/2005 00.00.00,197
17/01/2005 01.00.00,147
17/01/2005 02.00.00,135
17/01/2005 03.00.00,-200
17/01/2005 04.00.00,95
17/01/2005 05.00.00,94
17/01/2005 06.00.00,121
17/01/2005 07.00.00,131
17/01/2005 08.00.00,552
17/01/2005 09.00.00,614
17/01/2005 10.00.00,530
17/01/2005 11.00.00,721
17/01/2005 12.00.00,474
17/01/2005 13.00.00,514
17/01/2005 14.00.00,504
17/01/2005 15.00.00,508
17/01/2005 16.00.00,529
17/01/2005 17.00.00,676
17/01/2005 18.00.00,1216
17/01/2005 19.00.00,1230
17/01/2005 20.00.00,582
17/01/2005 21.00.00,460
17/01/2005 22.00.00,340
17/01/2005 23.00.00,298
18/01/2005 00.00.00,300
18/01/2005 01.00.00,223
18/01/2005 02.00.00,151
18/01/2005 03.00.00,-200
18/01/2005 04.00.00,1076
18/01/2005 05.00.00,125
18/01/2005 06.00.00,181
18/01/2005 07.00.00,341
18/01/2005 08.00.00,552
18/01/2005 09.00.00,839
18/01/2005 10.00.00,1049
18/01/2005 11.00.00,796
18/01/2005 12.00.00,999
18/01/2005 13.00.00,1022
18/01/2005 14.00.00,1023
18/01/2005 15.00.00,1065
18/01/2005 16.00.00,1098
18/01/2005 17.00.00,1099
18/01/2005 18.00.00,939
18/01/2005 19.00.00,875
18/01/2005 20.00.00,745
18/01/2005 21.00.00,339
18/01/2005 22.00.00,135
18/01/2005 23.00.00,167
19/01/2005 00.00.00,232
19/01/2005 01.00.00,273
19/01/2005 02.00.00,165
19/01/2005 03.00.00,-200
19/01/2005 04.00.00,75
19/01/2005 05.00.00,53
19/01/2005 06.00.00,72
19/01/2005 07.00.00,130
19/01/2005 08.00.00,265
19/01/2005 09.00.00,314
19/01/2005 10.00.00,194
19/01/2005 11.00.00,180
19/01/2005 12.00.00,181
19/01/2005 13.00.00,193
19/01/2005 14.00.00,263
19/01/2005 15.00.00,176
19/01/2005 16.00.00,168
19/01/2005 17.00.00,170
19/01/2005 18.00.00,234
19/01/2005 19.00.00,256
19/01/2005 20.00.00,257
19/01/2005 21.00.00,317
19/01/2005 22.00.00,135
19/01/2005 23.00.00,159
20/01/2005 00.00.00,186
20/01/2005 01.00.00,102
20/01/2005 02.00.00,75
20/01/2005 03.00.00,-200
20/01/2005 04.00.00,41
20/01/2005 05.00.00,50
20/01/2005 06.00.00,189
20/01/2005 07.00.00,182
20/01/2005 08.00.00,636
20/01/2005 09.00.00,704
20/01/2005 10.00.00,854
20/01/2005 11.00.00,652
20/01/2005 12.00.00,529
20/01/2005 13.00.00,438
20/01/2005 14.00.00,438
20/01/2005 15.00.00,378
20/01/2005 16.00.00,482
20/01/2005 17.00.00,709
20/01/2005 18.00.00,796
20/01/2005 19.00.00,605
20/01/2005 20.00.00,472
20/01/2005 21.00.00,411
20/01/2005 22.00.00,264
20/01/2005 23.00.00,217
21/01/2005 00.00.00,211
21/01/2005 01.00.00,179
21/01/2005 02.00.00,135
21/01/2005 03.00.00,-200
21/01/2005 04.00.00,757
21/01/2005 05.00.00,284
21/01/2005 06.00.00,357
21/01/2005 07.00.00,469
21/01/2005 08.00.00,766
21/01/2005 09.00.00,875
21/01/2005 10.00.00,800
21/01/2005 11.00.00,815
21/01/2005 12.00.00,841
21/01/2005 13.00.00,827
21/01/2005 14.00.00,402
21/01/2005 15.00.00,415
21/01/2005 16.00.00,435
21/01/2005 17.00.00,570
21/01/2005 18.00.00,530
21/01/2005 19.00.00,617
21/01/2005 20.00.00,983
21/01/2005 21.00.00,1200
21/01/2005 22.00.00,1028
21/01/2005 23.00.00,797
22/01/2005 00.00.00,977
22/01/2005 01.00.00,811
22/01/2005 02.00.00,757
22/01/2005 03.00.00,-200
22/01/2005 04.00.00,388
22/01/2005 05.00.00,497
22/01/2005 06.00.00,582
22/01/2005 07.00.00,574
22/01/2005 08.00.00,588
22/01/2005 09.00.00,645
22/01/2005 10.00.00,643
22/01/2005 11.00.00,628
22/01/2005 12.00.00,547
22/01/2005 13.00.00,461
22/01/2005 14.00.00,455
22/01/2005 15.00.00,244
22/01/2005 16.00.00,202
22/01/2005 17.00.00,256
22/01/2005 18.00.00,310
22/01/2005 19.00.00,391
22/01/2005 20.00.00,444
22/01/2005 21.00.00,794
22/01/2005 22.00.00,716
22/01/2005 23.00.00,565
23/01/2005 00.00.00,451
23/01/2005 01.00.00,313
23/01/2005 02.00.00,241
23/01/2005 03.00.00,-200
23/01/2005 04.00.00,224
23/01/2005 05.00.00,82
23/01/2005 06.00.00,89
23/01/2005 07.00.00,93
23/01/2005 08.00.00,134
23/01/2005 09.00.00,189
23/01/2005 10.00.00,292
23/01/2005 11.00.00,326
23/01/2005 12.00.00,397
23/01/2005 13.00.00,371
23/01/2005 14.00.00,305
23/01/2005 15.00.00,328
23/01/2005 16.00.00,281
23/01/2005 17.00.00,168
23/01/2005 18.00.00,183
23/01/2005 19.00.00,217
23/01/2005 20.00.00,245
23/01/2005 21.00.00,154
23/01/2005 22.00.00,141
23/01/2005 23.00.00,210
24/01/2005 00.00.00,140
24/01/2005 01.00.00,191
24/01/2005 02.00.00,248
24/01/2005 03.00.00,-200
24/01/2005 04.00.00,50
24/01/2005 05.00.00,43
24/01/2005 06.00.00,86
24/01/2005 07.00.00,152
24/01/2005 08.00.00,341
24/01/2005 09.00.00,355
24/01/2005 10.00.00,327
24/01/2005 11.00.00,240
24/01/2005 12.00.00,217
24/01/2005 13.00.00,191
24/01/2005 14.00.00,-200
24/01/2005 15.00.00,256
24/01/2005 16.00.00,287
24/01/2005 17.00.00,278
24/01/2005 18.00.00,302
24/01/2005 19.00.00,259
24/01/2005 20.00.00,221
24/01/2005 21.00.00,142
24/01/2005 22.00.00,93
24/01/2005 23.00.00,71
25/01/2005 00.00.00,66
25/01/2005 01.00.00,49
25/01/2005 02.00.00,29
25/01/2005 03.00.00,-200
25/01/2005 04.00.00,19
25/01/2005 05.00.00,20
25/01/2005 06.00.00,39
25/01/2005 07.00.00,77
25/01/2005 08.00.00,180
25/01/2005 09.00.00,243
25/01/2005 10.00.00,236
25/01/2005 11.00.00,297
25/01/2005 12.00.00,235
25/01/2005 13.00.00,186
25/01/2005 14.00.00,196
25/01/2005 15.00.00,167
25/01/2005 16.00.00,211
25/01/2005 17.00.00,194
25/01/2005 18.00.00,206
25/01/2005 19.00.00,211
25/01/2005 20.00.00,197
25/01/2005 21.00.00,139
25/01/2005 22.00.00,113
25/01/2005 23.00.00,81
26/01/2005 00.00.00,63
26/01/2005 01.00.00,55
26/01/2005 02.00.00,31
26/01/2005 03.00.00,-200
26/01/2005 04.00.00,20
26/01/2005 05.00.00,17
26/01/2005 06.00.00,42
26/01/2005 07.00.00,90
26/01/2005 08.00.00,227
26/01/2005 09.00.00,250
26/01/2005 10.00.00,219
26/01/2005 11.00.00,211
26/01/2005 12.00.00,189
26/01/2005 13.00.00,180
26/01/2005 14.00.00,197
26/01/2005 15.00.00,198
26/01/2005 16.00.00,203
26/01/2005 17.00.00,188
26/01/2005 18.00.00,294
26/01/2005 19.00.00,302
26/01/2005 20.00.00,261
26/01/2005 21.00.00,232
26/01/2005 22.00.00,154
26/01/2005 23.00.00,120
27/01/2005 00.00.00,117
27/01/2005 01.00.00,108
27/01/2005 02.00.00,97
27/01/2005 03.00.00,-200
27/01/2005 04.00.00,28
27/01/2005 05.00.00,27
27/01/2005 06.00.00,81
27/01/2005 07.00.00,129
27/01/2005 08.00.00,336
27/01/2005 09.00.00,335
27/01/2005 10.00.00,318
27/01/2005 11.00.00,201
27/01/2005 12.00.00,166
27/01/2005 13.00.00,192
27/01/2005 14.00.00,198
27/01/2005 15.00.00,198
27/01/2005 16.00.00,223
27/01/2005 17.00.00,224
27/01/2005 18.00.00,266
27/01/2005 19.00.00,326
27/01/2005 20.00.00,343
27/01/2005 21.00.00,243
27/01/2005 22.00.00,177
27/01/2005 23.00.00,155
28/01/2005 00.00.00,143
28/01/2005 01.00.00,124
28/01/2005 02.00.00,94
28/01/2005 03.00.00,-200
28/01/2005 04.00.00,56
28/01/2005 05.00.00,58
28/01/2005 06.00.00,105
28/01/2005 07.00.00,122
28/01/2005 08.00.00,274
28/01/2005 09.00.00,342
28/01/2005 10.00.00,296
28/01/2005 11.00.00,279
28/01/2005 12.00.00,325
28/01/2005 13.00.00,222
28/01/2005 14.00.00,279
28/01/2005 15.00.00,248
28/01/2005 16.00.00,193
28/01/2005 17.00.00,256
28/01/2005 18.00.00,288
28/01/2005 19.00.00,300
28/01/2005 20.00.00,224
28/01/2005 21.00.00,219
28/01/2005 22.00.00,145
28/01/2005 23.00.00,115
29/01/2005 00.00.00,136
29/01/2005 01.00.00,107
29/01/2005 02.00.00,70
29/01/2005 03.00.00,-200
29/01/2005 04.00.00,37
29/01/2005 05.00.00,33
29/01/2005 06.00.00,43
29/01/2005 07.00.00,73
29/01/2005 08.00.00,125
29/01/2005 09.00.00,154
29/01/2005 10.00.00,140
29/01/2005 11.00.00,150
29/01/2005 12.00.00,139
29/01/2005 13.00.00,135
29/01/2005 14.00.00,152
29/01/2005 15.00.00,121
29/01/2005 16.00.00,122
29/01/2005 17.00.00,167
29/01/2005 18.00.00,165
29/01/2005 19.00.00,190
29/01/2005 20.00.00,176
29/01/2005 21.00.00,196
29/01/2005 22.00.00,103
29/01/2005 23.00.00,91
30/01/2005 00.00.00,119
30/01/2005 01.00.00,147
30/01/2005 02.00.00,101
30/01/2005 03.00.00,-200
30/01/2005 04.00.00,102
30/01/2005 05.00.00,55
30/01/2005 06.00.00,51
30/01/2005 07.00.00,53
30/01/2005 08.00.00,74
30/01/2005 09.00.00,113
30/01/2005 10.00.00,107
30/01/2005 11.00.00,101
30/01/2005 12.00.00,129
30/01/2005 13.00.00,126
30/01/2005 14.00.00,132
30/01/2005 15.00.00,101
30/01/2005 16.00.00,128
30/01/2005 17.00.00,170
30/01/2005 18.00.00,174
30/01/2005 19.00.00,215
30/01/2005 20.00.00,248
30/01/2005 21.00.00,247
30/01/2005 22.00.00,154
30/01/2005 23.00.00,186
31/01/2005 00.00.00,231
31/01/2005 01.00.00,174
31/01/2005 02.00.00,68
31/01/2005 03.00.00,-200
31/01/2005 04.00.00,39
31/01/2005 05.00.00,39
31/01/2005 06.00.00,54
31/01/2005 07.00.00,158
31/01/2005 08.00.00,350
31/01/2005 09.00.00,-200
31/01/2005 10.00.00,584
31/01/2005 11.00.00,478
31/01/2005 12.00.00,563
31/01/2005 13.00.00,414
31/01/2005 14.00.00,398
31/01/2005 15.00.00,451
31/01/2005 16.00.00,503
31/01/2005 17.00.00,640
31/01/2005 18.00.00,843
31/01/2005 19.00.00,954
31/01/2005 20.00.00,984
31/01/2005 21.00.00,586
31/01/2005 22.00.00,360
31/01/2005 23.00.00,231
01/02/2005 00.00.00,200
01/02/2005 01.00.00,153
01/02/2005 02.00.00,135
01/02/2005 03.00.00,-200
01/02/2005 04.00.00,196
01/02/2005 05.00.00,208
01/02/2005 06.00.00,241
01/02/2005 07.00.00,417
01/02/2005 08.00.00,896
01/02/2005 09.00.00,966
01/02/2005 10.00.00,878
01/02/2005 11.00.00,985
01/02/2005 12.00.00,1017
01/02/2005 13.00.00,683
01/02/2005 14.00.00,660
01/02/2005 15.00.00,492
01/02/2005 16.00.00,497
01/02/2005 17.00.00,562
01/02/2005 18.00.00,539
01/02/2005 19.00.00,502
01/02/2005 20.00.00,452
01/02/2005 21.00.00,357
01/02/2005 22.00.00,289
01/02/2005 23.00.00,221
02/02/2005 00.00.00,204
02/02/2005 01.00.00,183
02/02/2005 02.00.00,222
02/02/2005 03.00.00,-200
02/02/2005 04.00.00,210
02/02/2005 05.00.00,185
02/02/2005 06.00.00,257
02/02/2005 07.00.00,297
02/02/2005 08.00.00,573
02/02/2005 09.00.00,883
02/02/2005 10.00.00,824
02/02/2005 11.00.00,693
02/02/2005 12.00.00,714
02/02/2005 13.00.00,388
02/02/2005 14.00.00,337
02/02/2005 15.00.00,326
02/02/2005 16.00.00,329
02/02/2005 17.00.00,465
02/02/2005 18.00.00,612
02/02/2005 19.00.00,759
02/02/2005 20.00.00,771
02/02/2005 21.00.00,655
02/02/2005 22.00.00,332
02/02/2005 23.00.00,287
03/02/2005 00.00.00,242
03/02/2005 01.00.00,242
03/02/2005 02.00.00,192
03/02/2005 03.00.00,-200
03/02/2005 04.00.00,134
03/02/2005 05.00.00,142
03/02/2005 06.00.00,194
03/02/2005 07.00.00,216
03/02/2005 08.00.00,728
03/02/2005 09.00.00,975
03/02/2005 10.00.00,947
03/02/2005 11.00.00,790
03/02/2005 12.00.00,551
03/02/2005 13.00.00,565
03/02/2005 14.00.00,532
03/02/2005 15.00.00,459
03/02/2005 16.00.00,407
03/02/2005 17.00.00,434
03/02/2005 18.00.00,980
03/02/2005 19.00.00,966
03/02/2005 20.00.00,646
03/02/2005 21.00.00,471
03/02/2005 22.00.00,528
03/02/2005 23.00.00,378
04/02/2005 00.00.00,235
04/02/2005 01.00.00,217
04/02/2005 02.00.00,141
04/02/2005 03.00.00,-200
04/02/2005 04.00.00,158
04/02/2005 05.00.00,87
04/02/2005 06.00.00,194
04/02/2005 07.00.00,401
04/02/2005 08.00.00,887
04/02/2005 09.00.00,654
04/02/2005 10.00.00,566
04/02/2005 11.00.00,649
04/02/2005 12.00.00,309
04/02/2005 13.00.00,229
04/02/2005 14.00.00,312
04/02/2005 15.00.00,276
04/02/2005 16.00.00,236
04/02/2005 17.00.00,312
04/02/2005 18.00.00,345
04/02/2005 19.00.00,386
04/02/2005 20.00.00,356
04/02/2005 21.00.00,467
04/02/2005 22.00.00,287
04/02/2005 23.00.00,239
05/02/2005 00.00.00,266
05/02/2005 01.00.00,261
05/02/2005 02.00.00,223
05/02/2005 03.00.00,-200
05/02/2005 04.00.00,272
05/02/2005 05.00.00,226
05/02/2005 06.00.00,250
05/02/2005 07.00.00,402
05/02/2005 08.00.00,708
05/02/2005 09.00.00,759
05/02/2005 10.00.00,302
05/02/2005 11.00.00,210
05/02/2005 12.00.00,180
05/02/2005 13.00.00,165
05/02/2005 14.00.00,180
05/02/2005 15.00.00,147
05/02/2005 16.00.00,177
05/02/2005 17.00.00,157
05/02/2005 18.00.00,195
05/02/2005 19.00.00,263
05/02/2005 20.00.00,239
05/02/2005 21.00.00,267
05/02/2005 22.00.00,214
05/02/2005 23.00.00,236
06/02/2005 00.00.00,251
06/02/2005 01.00.00,255
06/02/2005 02.00.00,235
06/02/2005 03.00.00,-200
06/02/2005 04.00.00,129
06/02/2005 05.00.00,95
06/02/2005 06.00.00,95
06/02/2005 07.00.00,100
06/02/2005 08.00.00,110
06/02/2005 09.00.00,149
06/02/2005 10.00.00,197
06/02/2005 11.00.00,351
06/02/2005 12.00.00,249
06/02/2005 13.00.00,188
06/02/2005 14.00.00,127
06/02/2005 15.00.00,96
06/02/2005 16.00.00,138
06/02/2005 17.00.00,217
06/02/2005 18.00.00,186
06/02/2005 19.00.00,227
06/02/2005 20.00.00,252
06/02/2005 21.00.00,193
06/02/2005 22.00.00,158
06/02/2005 23.00.00,150
07/02/2005 00.00.00,130
07/02/2005 01.00.00,104
07/02/2005 02.00.00,86
07/02/2005 03.00.00,-200
07/02/2005 04.00.00,67
07/02/2005 05.00.00,75
07/02/2005 06.00.00,97
07/02/2005 07.00.00,177
07/02/2005 08.00.00,433
07/02/2005 09.00.00,471
07/02/2005 10.00.00,346
07/02/2005 11.00.00,262
07/02/2005 12.00.00,221
07/02/2005 13.00.00,265
07/02/2005 14.00.00,219
07/02/2005 15.00.00,235
07/02/2005 16.00.00,227
07/02/2005 17.00.00,285
07/02/2005 18.00.00,291
07/02/2005 19.00.00,295
07/02/2005 20.00.00,243
07/02/2005 21.00.00,209
07/02/2005 22.00.00,147
07/02/2005 23.00.00,117
08/02/2005 00.00.00,105
08/02/2005 01.00.00,84
08/02/2005 02.00.00,51
08/02/2005 03.00.00,-200
08/02/2005 04.00.00,54
08/02/2005 05.00.00,74
08/02/2005 06.00.00,114
08/02/2005 07.00.00,228
08/02/2005 08.00.00,455
08/02/2005 09.00.00,493
08/02/2005 10.00.00,410
08/02/2005 11.00.00,277
08/02/2005 12.00.00,340
08/02/2005 13.00.00,238
08/02/2005 14.00.00,323
08/02/2005 15.00.00,286
08/02/2005 16.00.00,271
08/02/2005 17.00.00,276
08/02/2005 18.00.00,295
08/02/2005 19.00.00,340
08/02/2005 20.00.00,275
08/02/2005 21.00.00,293
08/02/2005 22.00.00,157
08/02/2005 23.00.00,133
09/02/2005 00.00.00,120
09/02/2005 01.00.00,122
09/02/2005 02.00.00,80
09/02/2005 03.00.00,-200
09/02/2005 04.00.00,88
09/02/2005 05.00.00,109
09/02/2005 06.00.00,120
09/02/2005 07.00.00,233
09/02/2005 08.00.00,394
09/02/2005 09.00.00,424
09/02/2005 10.00.00,446
09/02/2005 11.00.00,266
09/02/2005 12.00.00,261
09/02/2005 13.00.00,220
09/02/2005 14.00.00,241
09/02/2005 15.00.00,208
09/02/2005 16.00.00,215
09/02/2005 17.00.00,257
09/02/2005 18.00.00,355
09/02/2005 19.00.00,415
09/02/2005 20.00.00,349
09/02/2005 21.00.00,254
09/02/2005 22.00.00,228
09/02/2005 23.00.00,156
10/02/2005 00.00.00,161
10/02/2005 01.00.00,123
10/02/2005 02.00.00,108
10/02/2005 03.00.00,-200
10/02/2005 04.00.00,95
10/02/2005 05.00.00,102
10/02/2005 06.00.00,178
10/02/2005 07.00.00,214
10/02/2005 08.00.00,492
10/02/2005 09.00.00,540
10/02/2005 10.00.00,604
10/02/2005 11.00.00,646
10/02/2005 12.00.00,418
10/02/2005 13.00.00,250
10/02/2005 14.00.00,226
10/02/2005 15.00.00,271
10/02/2005 16.00.00,288
10/02/2005 17.00.00,299
10/02/2005 18.00.00,534
10/02/2005 19.00.00,687
10/02/2005 20.00.00,1028
10/02/2005 21.00.00,605
10/02/2005 22.00.00,345
10/02/2005 23.00.00,255
11/02/2005 00.00.00,211
11/02/2005 01.00.00,190
11/02/2005 02.00.00,149
11/02/2005 03.00.00,-200
11/02/2005 04.00.00,107
11/02/2005 05.00.00,98
11/02/2005 06.00.00,183
11/02/2005 07.00.00,224
11/02/2005 08.00.00,589
11/02/2005 09.00.00,700
11/02/2005 10.00.00,747
11/02/2005 11.00.00,746
11/02/2005 12.00.00,702
11/02/2005 13.00.00,723
11/02/2005 14.00.00,872
11/02/2005 15.00.00,1054
11/02/2005 16.00.00,1218
11/02/2005 17.00.00,1227
11/02/2005 18.00.00,1061
11/02/2005 19.00.00,1075
11/02/2005 20.00.00,641
11/02/2005 21.00.00,490
11/02/2005 22.00.00,550
11/02/2005 23.00.00,422
12/02/2005 00.00.00,541
12/02/2005 01.00.00,599
12/02/2005 02.00.00,490
12/02/2005 03.00.00,-200
12/02/2005 04.00.00,223
12/02/2005 05.00.00,214
12/02/2005 06.00.00,274
12/02/2005 07.00.00,338
12/02/2005 08.00.00,496
12/02/2005 09.00.00,433
12/02/2005 10.00.00,496
12/02/2005 11.00.00,615
12/02/2005 12.00.00,551
12/02/2005 13.00.00,575
12/02/2005 14.00.00,575
12/02/2005 15.00.00,574
12/02/2005 16.00.00,582
12/02/2005 17.00.00,658
12/02/2005 18.00.00,851
12/02/2005 19.00.00,903
12/02/2005 20.00.00,952
12/02/2005 21.00.00,894
12/02/2005 22.00.00,839
12/02/2005 23.00.00,743
13/02/2005 00.00.00,671
13/02/2005 01.00.00,689
13/02/2005 02.00.00,478
13/02/2005 03.00.00,-200
13/02/2005 04.00.00,345
13/02/2005 05.00.00,373
13/02/2005 06.00.00,324
13/02/2005 07.00.00,341
13/02/2005 08.00.00,424
13/02/2005 09.00.00,522
13/02/2005 10.00.00,492
13/02/2005 11.00.00,492
13/02/2005 12.00.00,204
13/02/2005 13.00.00,142
13/02/2005 14.00.00,118
13/02/2005 15.00.00,126
13/02/2005 16.00.00,115
13/02/2005 17.00.00,137
13/02/2005 18.00.00,212
13/02/2005 19.00.00,354
13/02/2005 20.00.00,331
13/02/2005 21.00.00,141
13/02/2005 22.00.00,228
13/02/2005 23.00.00,228
14/02/2005 00.00.00,203
14/02/2005 01.00.00,215
14/02/2005 02.00.00,142
14/02/2005 03.00.00,-200
14/02/2005 04.00.00,66
14/02/2005 05.00.00,54
14/02/2005 06.00.00,121
14/02/2005 07.00.00,141
14/02/2005 08.00.00,388
14/02/2005 09.00.00,366
14/02/2005 10.00.00,254
14/02/2005 11.00.00,164
14/02/2005 12.00.00,142
14/02/2005 13.00.00,162
14/02/2005 14.00.00,177
14/02/2005 15.00.00,157
14/02/2005 16.00.00,162
14/02/2005 17.00.00,209
14/02/2005 18.00.00,304
14/02/2005 19.00.00,484
14/02/2005 20.00.00,399
14/02/2005 21.00.00,390
14/02/2005 22.00.00,287
14/02/2005 23.00.00,202
15/02/2005 00.00.00,126
15/02/2005 01.00.00,87
15/02/2005 02.00.00,59
15/02/2005 03.00.00,-200
15/02/2005 04.00.00,31
15/02/2005 05.00.00,28
15/02/2005 06.00.00,64
15/02/2005 07.00.00,123
15/02/2005 08.00.00,363
15/02/2005 09.00.00,416
15/02/2005 10.00.00,286
15/02/2005 11.00.00,198
15/02/2005 12.00.00,216
15/02/2005 13.00.00,211
15/02/2005 14.00.00,199
15/02/2005 15.00.00,161
15/02/2005 16.00.00,218
15/02/2005 17.00.00,252
15/02/2005 18.00.00,337
15/02/2005 19.00.00,357
15/02/2005 20.00.00,410
15/02/2005 21.00.00,445
15/02/2005 22.00.00,314
15/02/2005 23.00.00,366
16/02/2005 00.00.00,336
16/02/2005 01.00.00,387
16/02/2005 02.00.00,320
16/02/2005 03.00.00,-200
16/02/2005 04.00.00,237
16/02/2005 05.00.00,224
16/02/2005 06.00.00,237
16/02/2005 07.00.00,454
16/02/2005 08.00.00,854
16/02/2005 09.00.00,758
16/02/2005 10.00.00,428
16/02/2005 11.00.00,205
16/02/2005 12.00.00,205
16/02/2005 13.00.00,226
16/02/2005 14.00.00,199
16/02/2005 15.00.00,253
